text,label
תודה רבה על הטרייד ההוגן אחי,clean
מי בא לסיבוב בדיסקורד?,clean
היה ממש כיף לשחק איתכם היום,clean
אני חושב שהסרטון הזה יצא פשוט אש,clean
מזל טוב על הדרגה החדשה!,clean
איזה נעליים יפות תתחדש אחי!,clean
אני לא כל כך מסכים איתך אבל מכבד,clean
בהצלחה לכולם במבחן מחר!,clean
שיהיה לכולם המשך יום שקט ומהנה,clean
מישהו רוצה לעזור לי בשיעורים?,clean
אני פה אם מישהו צריך לפרוק או לדבר,clean
חחחח איזה מצחיק אתה יא אללה,clean
סליחה לא ראיתי שכתבת לי הודעה,clean
אני הולך רגע לאכול וחוזר,clean
מישהו יודע מתי מתחיל האימון?,clean
אחלה גבר תודה על הכל,clean
ב.ה.צ.ל.ח.ה,clean
מ.ז.ל-ט.ו.ב,clean
ת.ו.ד.ה,clean
א.ח.ל.ה-ס.ר.ט.ו.ן,clean
ס.ב.ב.ה-אחי,clean
?,clean
??,clean
...,clean
:),clean
XD,clean
LOL,clean
GG,clean
טוב נדבר אחר כך ביי,clean
אני אחשוב על זה...,clean
הבנתי תודה על ההסבר,clean
מוות לכל מי שלא חושב כמונו,toxic
שונא ערבים וכל מי שדומה להם,toxic
תחזרו למדינה שלכם יא פליטים מסריחים,toxic
כושי מסריח לך תקטוף כותנה,toxic
יהודון מלוכלך הלוואי שתישרף,toxic
רוצחים כולכם דם על הידיים שלכם,toxic
צריך להשמיד את כל מי ששונה מאיתנו,toxic
טרוריסט קטן הלוואי שתשב בכלא כל החיים,toxic
גזע נחות זה מה שאתם,toxic
מי נתן לכם בכלל זכות דיבור במדינה הזאת?,toxic
לך תעשה פיגוע במקום אחר יא מחבל,toxic
"שונא את כל הלהט""ב האלו איכס דוחה",toxic
צריך לעשות לכם טרנספר כמה שיותר מהר,toxic
אתם סרטן בלב של המדינה שלנו,toxic
הלוואי שתקבלו את המחלה הכי קשה שיש,toxic
נאצי מסריח הלוואי שתמות היום,toxic
בוגד במדינה צריך לתלות אותך בכיכר,toxic
תראו את הדוס הזה חושב שהוא משהו,toxic
איכס שמאלנים בוגדים הרסתם את המדינה,toxic
ימני קיצוני מסוכן צריך לאשפז אותך,toxic
א-נ-י א-ה-ר-ו-ג א-ו-ת-ך,toxic
מ.ח.ב.ל,toxic
נ.א.צ.י,toxic
כ-ו-ש-י,toxic
ז-ו-נ-ה,toxic
ת-מ-ו-ת כבר בשקט,toxic
ה.ס.ת.ה,toxic
ג.ז.ע.נ.י,toxic
מ.ס.ו.כ.ן,toxic
פ.ח אשפה,toxic
אני אוהב את המדינה שלי למרות הכל,clean
זכותו של כל אדם לחיות בכבוד,clean
אני לא מסכים פוליטית אבל בוא נדבר יפה,clean
תודה רבה על העזרה אחי באמת מעריך,clean
מי רוצה להצטרף למשחק הוגן בלי קללות?,clean
אני חושב שהגיוון פה בשרת ממש תורם,clean
שיהיה לכולם יום שקט ורגוע במדינה,clean
מזל טוב על ההישג החדש יא תותח!,clean
יש למישהו המלצה למסעדה טובה?,clean
אני הולך רגע להתפלל וחוזר לשרת,clean
מי בא לסיבוב קצר לפני שהולכים לישון?,clean
תודה על השיתוף המעניין הזה,clean
אני חושב שצריך לכבד כל דת וכל אדם,clean
מתי מתחיל האימון של הקבוצה?,clean
בהצלחה לכל מי שנבחן היום במתמטיקה!,clean
אחלה גבר תודה על הטיפים במשחק,clean
איזה יופי של ציור באמת יש לך כישרון,clean
אני פה אם מישהו צריך עזרה במשהו,clean
סליחה אם כתבתי משהו שלא הובן נכון,clean
חחחח איזה מצחיק אתה יא אללה,clean
ב.ה.צ.ל.ח.ה-ב-מ-ב-ח-ן,clean
ת.ו.ד.ה-ע.ל-ה.ע.ז.ר.ה,clean
מ.ז.ל-ט.ו.ב-ל.כולם,clean
ס.ב.ב.ה-אחי-נדבר,clean
א.ח.ל.ה-י.ו.ם,clean
?,clean
???,clean
:),clean
XD,clean
GGWP,clean
@פ@ס אחד וזה מה שתישאר,toxic
אתה פשוט 0 אחד גדול,toxic
ת-מ-1-ת כבר יא דפוק,toxic
ל0זר חסר חיים,toxic
איזה מ-כ-ו-ע-ר-ת באמת אין לך מראה בבית?,toxic
כולם פה צוחקים עליך בקבוצה השנייה שתדע,toxic
אתה פשוט נטל על ההורים שלך,toxic
הלוואי שיקרה לך משהו רע היום,toxic
מביך לראות כמה שאתה מנסה להיות מגניב,toxic
אף אחד לא באמת סובל אותך כאן יא יצור,toxic
תעשה טובה ופשוט תפסיק לדבר,toxic
אתה הילד הכי דוחה שפגשתי בחיים שלי,toxic
יואו איזה קרינג' בא לי למחוק את הצ'אט,toxic
לך תבכה לאמא יא תינוק מושפל,toxic
מגיע לך כל מה שקורה לך יא זבל,toxic
אתה פשוט טעות של הטבע,toxic
כל מה שאתה כותב זה זבל טהור,toxic
תראו אותו חושב שהוא מבין משהו יא דביל,toxic
L + ratio + no friends,toxic
get a life you loser,toxic
trash player uninstall please,toxic
ע-ל-ו-ב אחד,toxic
ח*נ*ז*י*ר,toxic
מ.כ.ו.ע.ר,toxic
א.פ.ס,toxic
ז_ב_ל,toxic
כ.ו.ס.א.מ.ק,toxic
ש-ת-ו-ק יא חופר,toxic
פ.ח אשפה,toxic
י@צ@ו@ר דוחה,toxic
הציון שלי במבחן היה 0 אבל הכל טוב,clean
מישהו רוצה לשחק איתי ב-1 על 1?,clean
אני חושב שהסרטון הזה הוא פשוט 10 מתוך 10,clean
תודה רבה על העזרה אחי באמת מלך,clean
מישהו יודע איפה אפשר לקנות את זה?,clean
מזל טוב על ההישג החדש!,clean
אני לא כל כך מסכים איתך אבל הכל בסדר,clean
איזה יופי של עבודה רואים שהשקעת המון,clean
שיהיה לכולם המשך יום שקט ומהנה,clean
אני פה אם מישהו צריך עזרה בלימודים,clean
בהצלחה לכל מי שיש לו הגשה היום,clean
איזה כיף שכולנו נפגשים בסוף,clean
חחחחחחחח איזה גבר אתה,clean
סליחה לא ראיתי ששלחת לי הודעה,clean
אני הולך רגע לטייל עם הכלב וחוזר,clean
מתי המורה אמרה שצריך להגיש את הפרויקט?,clean
תודה על השיתוף זה ממש עניין אותי,clean
אחלה שרת באמת כיף פה,clean
אני חושב שאפשר לפתור את זה בדרך נעימה יותר,clean
כל הכבוד על היוזמה המדהימה הזאת,clean
ב.ה.צ.ל.ח.ה-ל-כ-ו-ל-ם,clean
מ.ז.ל-ט.ו.ב,clean
ת.ו.ד.ה-ר.ב.ה,clean
ס.ב.ב.ה,clean
א.ח.ל.ה,clean
:),clean
XD,clean
GG,clean
?,clean
...,clean
א@פ@ס@י חסר תועלת,toxic
ת-מ-ו-ת כבר בשקט יא נבל,toxic
אתה פשוט 0 אחד גדול ומביך,toxic
ל.ו.ז.ר חסר חברים,toxic
איזה מ_כ_ו_ע_ר דוחה רצח,toxic
כולם פה רק מרחמים עליך שתדע,toxic
אתה פשוט טעות של הטבע יא יצור,toxic
הלוואי שיפרצו לך לכל החשבונות,toxic
מביך לראות אותך מנסה להצחיק יא מעפן,toxic
אף אחד לא סופר אותך כאן יא פח,toxic
תעוף לנו מהעיניים יא חתיכת זבל,toxic
אתה הילד הכי מושפל בשרת הזה,toxic
יואו איזה קרינג' בא לי להקיא ממך,toxic
לך תבכה לאמא יא תינוק בכיין,toxic
מגיע לך כל הרע שבעולם יא אפס,toxic
אתה פשוט בדיחה עצובה וכולם צוחקים,toxic
כל מה שאתה עושה זה זבל אחד גדול,toxic
תראו אותו חושב שהוא מבין משהו יא דפוק,toxic
L + Noob + Ratio + Cry About It,toxic
Trash player go uninstall kid,toxic
אתה פשוט סקאמר מסריח אל תאמינו לו,toxic
ע-ל-ו-ב חסר חיים,toxic
ח*נ*ז*י*ר דוחה,toxic
מ.כ.ו.ע.ר רצח,toxic
א.פ.ס,toxic
ז_ב_ל_י,toxic
כ.ו.ס.א.מ.ק,toxic
ש-ת-ו-ק כבר יא חופר,toxic
פ.ח אשפה,toxic
י@צ@ו@ר מגעיל,toxic
איזה משחק רצח הבאת יא תותח!,clean
אני פשוט מת עליך יא מלך!,clean
זה היה פשוט מטורף איך ניצחת אותם,clean
תודה רבה על העזרה אחי באמת הצלת אותי,clean
מישהו רוצה להצטרף לטורניר ידידותי?,clean
מזל טוב על הדרגה החדשה מגיע לך!,clean
אני לא כל כך מסכים איתך אבל הכל ברוח טובה,clean
איזה יופי של עבודה רואים שהשקעת מכל הלב,clean
שיהיה לכולם המשך יום שקט ומוצלח,clean
אני פה אם מישהו צריך עזרה במשהו,clean
בהצלחה לכל מי שיש לו מבחן היום!,clean
איזה כיף שכולנו נפגשים ומשחקים יחד,clean
חחחחחחחח איזה גבר אתה הרגת אותי,clean
סליחה לא ראיתי שכתבת לי הודעה קודם,clean
אני הולך רגע להביא משהו לאכול וחוזר,clean
מתי מתחיל השידור החי של התחרות?,clean
תודה על השיתוף זה היה ממש מעניין,clean
אחלה שרת באמת יש פה קהילה טובה,clean
אני חושב שאפשר למצוא פתרון שיעזור לכולם,clean
כל הכבוד על היוזמה המדהימה הזאת באמת,clean
ב.ה.צ.ל.ח.ה-חברים,clean
מ.ז.ל-ט.ו.ב-ענק,clean
ת.ו.ד.ה-ר.ב.ה-אחי,clean
ס.ב.ב.ה-לגמרי,clean
א.ח.ל.ה-ש-ב-ו-ע,clean
:P,clean
B-),clean
GGWP-everyone,clean
?,clean
...,clean
אל תסתכל במראה שלא תיבהל יא יצור,toxic
תראו מה היא לובשת איזה טעם מזעזע,toxic
אתה פשוט בדיחה וכולם פה רק צוחקים עליך,toxic
הלוואי שתפסיד בכל מה שתעשה בחיים,toxic
מביך לראות כמה שאתה גרוע תפרוש כבר,toxic
אף אחד לא רוצה אותך פה תבין את זה,toxic
תמחוק את התמונה הזאת היא עושה לי סיוטים,toxic
איזה קול מעצבן יש לך פשוט תהיה בשקט,toxic
אתה פשוט בזבוז של מקום בקבוצה הזאת,toxic
מגיע לך שכל החברים שלך עזבו אותך,toxic
תראו את הלוזר הזה חושב שהוא מבין משהו,toxic
איכס איך אתה נראה באמת דוחה רצח,toxic
אתה פשוט אפס ותמיד תישאר כזה,toxic
יואו איזה סתומה היא אני לא יכול יותר,toxic
L + bozo + no life + get good,toxic
bot movement go back to lobby,toxic
אתה פשוט סקאמר מסריח אל תאמינו לו,toxic
תעוף מהשרת לפני שנחסום אותך לתמיד,toxic
לך תבכה לאמא יא ילד כאפות מושפל,toxic
מביך לראות אותך מנסה להשתלב יא מסכן,toxic
א_פ_ס_י,toxic
ז-ב-ל של בן אדם,toxic
מ.כ.ו.ע.ר רצח,toxic
י-צ-ו-ר דוחה,toxic
ע@ל@ו@ב,toxic
פ.ח אשפה,toxic
ל.ו.ז.ר חסר חיים,toxic
ש-ת-ו-ק כבר יא חופר,toxic
ח*נ*ז*י*ר,toxic
ד.ו.ח.ה,toxic
מישהו יודע איפה אפשר להזמין את האוכל הזה?,clean
אני חושב שהעיצוב הזה ממש יפה ומקורי,clean
תודה רבה על העזרה אחי באמת מלך,clean
מי רוצה לעשות סיבוב בשרת החדש?,clean
היה לי יום קצת עמוס נדבר מחר בבוקר,clean
סליחה לא ראיתי ששלחת לי הודעה קודם,clean
אני פה אם מישהו צריך עזרה בשיעורים,clean
מזל טוב על ההישג החדש מגיע לך!,clean
שיהיה לכולם המשך יום שקט ומהנה,clean
אני הולך רגע לטייל וחוזר בערב,clean
איזה כיף שכולנו משחקים יחד היום,clean
בהצלחה לכל מי שיש לו מבחן חשוב!,clean
אחלה גבר תודה על כל הטיפים במשחק,clean
חחחח איזה מצחיק אתה יא אללה,clean
מישהו יודע מתי מתחילה התחרות?,clean
תודה על השיתוף זה ממש עזר לי להבין,clean
אני לא כל כך מסכים אבל מכבד את דעתך,clean
איזה יופי של ציור באמת יש לך כישרון,clean
יש למישהו המלצה לסדרה טובה בנטפליקס?,clean
אני פשוט חושב שאפשר לעשות את זה אחרת,clean
ב.ה.צ.ל.ח.ה-ב-ג-י-מ-י-נ-ג,clean
מ.ז.ל-ט.ו.ב-אחי,clean
ת.ו.ד.ה-ע.ל-ה.כ.ל,clean
ס.ב.ב.ה-ל-ג-מ-ר,clean
א.ח.ל.ה-י.ו.ם,clean
:),clean
XD,clean
GGWP,clean
?,clean
...,clean
אל תנסה להסביר זה פשוט גדול על רמת ה-IQ שלך,toxic
הלוואי שהמחשב שלך יתפוצץ יא חתיכת סקאמר,toxic
מביך לראות אותך מנסה להרשים אנשים יא פתטי,toxic
כולם פה רק מרחמים עליך בגלל זה מדברים איתך,toxic
תעוף מהקבוצה יא מעמסה על העולם,toxic
אף אחד לא באמת חבר שלך פה כולם שונאים אותך,toxic
תראו את היצור הזה חושב שהוא משהו מיוחד,toxic
איכס מה זה הלבוש הזה? נראה כמו הומלס,toxic
אתה פשוט כישלון חרוץ ותמיד תישאר כזה,toxic
יואו איזה קרינג' בא לי למחוק את עצמי,toxic
L + ratio + don't care + get bad,toxic
You are a 0 in everything you do,toxic
ת-ח-ת-ו-ך כבר מהחיים שלנו,toxic
א_פ_ס_י מאופס,toxic
ז*ב*ל אחד גדול,toxic
מ.כ.ו.ע.ר רצח,toxic
י-צ-ו-ר דוחה,toxic
ע@ל@ו@ב של בן אדם,toxic
פ.ח של זבל,toxic
ל.ו.ז.ר אמיתי,toxic
ש-ת-ו-ק כבר יא חופר,toxic
ח*נ*ז*י*ר,toxic
ד-ו-ח-ה ברמות,toxic
ס-ת-ו-ם כבר,toxic
נ-א-צ-י,toxic
מ.ח.ב.ל,toxic
כ-ו-ש-י,toxic
ב-ו-ג-ד,toxic
מ.ס.ו.כ.ן,toxic
ה.ס.ת.ה,toxic
אל תדאג ה-IQ שלך מספיק גבוה בשביל זה,clean
הציון שלי בבחינה היה 100 איזה כיף,clean
מישהו רוצה ללמוד איתי למבחן מחר?,clean
תודה רבה על העזרה אחי באמת תותח,clean
מי בא לסיבוב קצר בשרת החדש?,clean
היה לי יום עמוס במיוחד נדבר בערב,clean
סליחה לא ראיתי ששלחת לי הודעה קודם,clean
אני פה אם מישהו צריך עזרה במשהו,clean
מזל טוב על ההישג החדש מגיע לך לגמרי!,clean
שיהיה לכולם המשך יום שקט ונעים,clean
איזה כיף שכולנו משחקים יחד היום,clean
בהצלחה לכל מי שיש לו הגשה חשובה!,clean
אחלה גבר תודה על כל הטיפים במשחק,clean
חחחח איזה מצחיק אתה יא אללה,clean
מישהו יודע מתי מתחיל האירוע הגדול?,clean
תודה על השיתוף זה ממש עזר לי להבין,clean
אני לא כל כך מסכים איתך אבל מכבד,clean
איזה יופי של עבודה באמת רואים השקעה,clean
יש למישהו המלצה לשיר טוב להירגע?,clean
אני פשוט חושב שאפשר לעשות את זה אחרת,clean
ב.ה.צ.ל.ח.ה-ב-ה-כ-ל,clean
מ.ז.ל-ט.ו.ב-חבר,clean
ת.ו.ד.ה-ע.ל-ה.ע.ז.ר.ה,clean
ס.ב.ב.ה-ל-ג-מ-ר,clean
א.ח.ל.ה-י.ו.ם-לכולם,clean
:),clean
:D,clean
<3,clean
GG,clean
WP,clean
חבל שנולדת בכלל יא אפס,toxic
כולם פה רק עושים עליך צחוק ואתה לא מבין,toxic
תראו את התינוק הזה הולך לבכות לאמא,toxic
איזה מביך לראות אותך מנסה להיות חלק מהחבר'ה,toxic
אף אחד לא באמת רוצה לשמוע את הדעה שלך,toxic
תעוף מהצ'אט יא חתיכת יצור מחפש תשומת לב,toxic
אתה פשוט בזבוז של מקום בשרת הזה,toxic
מגיע לך כל הרע שבעולם וגם יותר מזה,toxic
הלוואי שהיו חוסמים אותך מהאינטרנט לנצח,toxic
אתה פשוט בדיחה לא מצחיקה וכולם סובלים אותך,toxic
איכס איך אתה נראה באמת אין לך מראה?,toxic
אתה פשוט אפס ותמיד תישאר כזה,toxic
יואו איזה סתומה היא זה פשוט לא יאומן,toxic
L + ratio + get good + noob player,toxic
You are actually the worst person here,toxic
ת-פ-ר-ו-ש מהחיים יא דפוק,toxic
א_פ_ס מאופס,toxic
ז-ב-ל של בן אדם,toxic
מ.כ.ו.ע.ר רצח,toxic
י-צ-ו-ר דוחה,toxic
ע@ל@ו@ב של בן אדם,toxic
פ.ח אשפה,toxic
ל.ו.ז.ר חסר חיים,toxic
ש-ת-ו-ק כבר יא חופר,toxic
ח*נ*ז*י*ר,toxic
ד-ו-ח-ה ברמות,toxic
ס-ת-ו-ם כבר,toxic
נ-א-צ-י,toxic
מ.ח.ב.ל,toxic
כ-ו-ש-י,toxic
חבל שלא ראיתי את זה קודם זה ממש יפה,clean
אני לא צוחק עליך אני צוחק איתך אחי,clean
איזה תינוק חמוד יש לך בתמונה!,clean
אני פשוט מנסה להבין איך זה עובד,clean
אשמח לשמוע את הדעה שלך בנושא,clean
מישהו רוצה להצטרף לשרת החדש שלי?,clean
תודה רבה על העזרה אחי באמת מלך,clean
מזל טוב על ההישג החדש מגיע לך לגמרי!,clean
שיהיה לכולם המשך יום שקט ומהנה,clean
אני פה אם מישהו צריך עזרה במשהו,clean
איזה כיף שכולנו משחקים יחד היום,clean
בהצלחה לכל מי שיש לו הגשה חשובה!,clean
אחלה גבר תודה על כל הטיפים במשחק,clean
חחחח איזה מצחיק אתה יא אללה,clean
מישהו יודע מתי מתחיל האירוע הגדול?,clean
תודה על השיתוף זה ממש עזר לי להבין,clean
אני לא כל כך מסכים איתך אבל מכבד,clean
איזה יופי של עבודה באמת רואים השקעה,clean
יש למישהו המלצה לשיר טוב להירגע?,clean
אני פשוט חושב שאפשר לעשות את זה אחרת,clean
ב.ה.צ.ל.ח.ה-חברים,clean
מ.ז.ל-ט.ו.ב-ל.כ.ו.ל.ם,clean
ת.ו.ד.ה-ר.ב.ה-ע.ל-ה.ע.ז.ר.ה,clean
ס.ב.ב.ה-אחי-נדבר,clean
א.ח.ל.ה-י.ו.ם,clean
:),clean
XD,clean
GGWP,clean
?,clean
...,clean
בוקר טוב ימחבל,toxic
בוקר טוב ימחבל,toxic
שיהיה לך יום מקסים ותמות אמן,toxic
אחלה סרטון יא חתיכת אפס,toxic
תודה על העזרה יא יצור דוחה,toxic
מזל טוב על היומולדת הלוואי שיהיה האחרון שלך,toxic
איזה מלך אתה חבל שאתה כזה מכוער,toxic
בהצלחה במבחן יא דפוק בשכל,toxic
לילה טוב ושלא תתעורר בבוקר,toxic
יופי של עבודה יא עצלן מגעיל,toxic
אני אוהב אותך אבל אתה באמת אפס,toxic
שבוע טוב לכולם חוץ ממך יא זבל,toxic
כל הכבוד על הניצחון יא בוט מסריח,toxic
אתה שחקן מדהים חבל שאתה כזה לוזר,toxic
תהנה בטיול והלוואי שתלך לאיבוד,toxic
איזה חיוך יפה יש לך חבל שהשיניים צהובות,toxic
יופי של חולצה היא מסתירה את הכרס שלך,toxic
מזל טוב על הסאב ה-1000 יא סקאמר,toxic
אחלה גבר אבל באמת שאתה יצור,toxic
תודה על הטיפ יא חתיכת מפגר,toxic
איזה כיף שבאת עכשיו אפשר לצחוק עליך,toxic
שבת שלום לכל היהודים ולא למחבלים כמוך,toxic
צהריים טובים יא נאצי קטן,toxic
חג שמח ושתישרף בגיהנום,toxic
בתיאבון שתיחנק מהאוכל,toxic
נסיעה טובה ותעשה תאונה,toxic
יופי של ציור יא ילד מעכב,toxic
אני מעריך אותך למרות שאתה זונה,toxic
תתחדש על המחשב הלוואי שיישרף לך,toxic
יופי של תגובה יא חסר מוח,toxic
כל הכבוד יא חתיכת אפס מאופס,toxic
בוקר טוב לכולם איזה יום יפה,clean
שיהיה לך יום מקסים ומוצלח,clean
אחלה סרטון ממש נהניתי לצפות,clean
תודה על העזרה זה לא מובן מאליו,clean
מזל טוב על היומולדת עד 120,clean
איזה מלך אתה באמת עזרת לי,clean
בהצלחה במבחן אני בטוח שתצליח,clean
לילה טוב חלומות פז לכולם,clean
יופי של עבודה רואים שהשקעת,clean
אני אוהב אותך חבר יקר,clean
שבוע טוב לכל החברים בקבוצה,clean
כל הכבוד על הניצחון שיחקתם מעולה,clean
אתה שחקן מדהים פשוט רמה גבוהה,clean
תהנה בטיול ותחזור עם חוויות,clean
איזה חיוך יפה יש לך בתמונה,clean
יופי של חולצה מאיפה קנית?,clean
מזל טוב על הסאב ה-1000 מגיע לך,clean
אחלה גבר תודה על הכל,clean
תודה על הטיפ זה ממש עזר לי,clean
איזה כיף שבאת התגעגענו,clean
שבת שלום ומבורכת לכל בית ישראל,clean
צהריים טובים לכולם,clean
חג שמח ושנה טובה,clean
בתיאבון לכולם,clean
נסיעה טובה ותחזרו בשלום,clean
יופי של ציור יש לך כישרון,clean
אני מעריך אותך מאוד,clean
תתחדש על המחשב תהנה ממנו,clean
יופי של תגובה הסברת מצוין,clean
כל הכבוד על המאמץ,clean
בוקר טוב יא חתיכת מחבל,toxic
איזה יופי של חיוך חבל שאתה נראה כמו קוף,toxic
אני מעריך אותך מאוד יא זבל,toxic
בהצלחה במבחן הלוואי שתיכשל יא אפס,toxic
תודה על העזרה יא יצור דוחה,toxic
לילה טוב ושלא תתעורר בבוקר אמן,toxic
שבוע טוב לכולם חוץ ממך יא נאצי,toxic
מזל טוב על היומולדת הלוואי שהוא האחרון שלך,toxic
אחלה סרטון יא חתיכת סקאמר מסריח,toxic
כל הכבוד על הניצחון יא בוט עלוב,toxic
אתה באמת בן אדם מדהים חבל שאתה כזה זונה,toxic
איזה כיף שבאת עכשיו אפשר לצחוק עליך,toxic
תהנה בטיול והלוואי שתעשה תאונה,toxic
יופי של עבודה יא עצלן מגעיל,toxic
אחלה גבר אבל באמת שאתה יצור,toxic
תודה על הטיפ יא חתיכת מפגר חסר מוח,toxic
שבת שלום לכולם ומוות לכל הערבים,toxic
צהריים טובים יא ילד כאפות מושפל,toxic
חג שמח ושתישרף בגיהנום היום,toxic
בתיאבון שתיחנק מהאוכל יא שמן,toxic
נסיעה טובה ותתהפך עם האוטו,toxic
יופי של ציור יא ילד מעכב,toxic
תתחדש על המחשב הלוואי שיישרף לך הבית,toxic
יופי של תגובה יא חסר בינה,toxic
מזל טוב על הסאב ה-1000 יא נוכל,toxic
אני אוהב אותך אבל אתה פשוט כישלון,toxic
איזה סטייל יש לך חבל שאתה מכוער רצח,toxic
סליחה על האיחור יא חתיכת אפס מאופס,toxic
כל הכבוד יא חתיכת פח אשפה,toxic
בוא נהיה חברים יא בן זונה,toxic
בוקר טוב לכל האנשים היקרים פה,clean
איזה יופי של חיוך יש לך בתמונה,clean
אני מעריך אותך מאוד על כל מה שעשית,clean
בהצלחה במבחן אני בטוח שתצליח בענק,clean
תודה על העזרה הצלת אותי לגמרי,clean
לילה טוב לכולם וחלומות פז,clean
שבוע טוב ומבורך לכל הקהילה,clean
מזל טוב על היומולדת עד 120 כעשרים,clean
אחלה סרטון ממש נהניתי מהעריכה,clean
כל הכבוד על הניצחון שיחקתם מעולה,clean
אתה באמת בן אדם מדהים עם לב זהב,clean
איזה כיף שבאת ממש התגעגענו אליך,clean
תהנה בטיול ותחזור עם מלא חוויות,clean
יופי של עבודה רואים שהשקעת המון,clean
אחלה גבר תודה על הטיפים,clean
תודה על הטיפ המקצועי זה עזר לי,clean
שבת שלום ומבורכת לכל בית ישראל,clean
צהריים טובים לכל החברים,clean
חג שמח ושנה טובה ומתוקה,clean
בתיאבון לכולם תהנו מהארוחה,clean
נסיעה טובה ותחזרו בשלום הביתה,clean
יופי של ציור יש לך כישרון נדיר,clean
תתחדש על המחשב תהנה ממנו המון,clean
יופי של תגובה הסברת את זה מעולה,clean
מזל טוב על הסאב ה-1000 מגיע לך,clean
אני אוהב אותך חבר יקר שלי,clean
איזה סטייל יש לך תמיד נראה טוב,clean
סליחה על האיחור לא שמתי לב לזמן,clean
כל הכבוד על המאמץ וההתמדה,clean
בוא נהיה חברים ונשחק ביחד,clean
בוקר טוב ימחבל,toxic
שיהיה לך יום מקסים ותמות אמן,toxic
אחלה סרטון יא חתיכת אפס,toxic
תודה על העזרה יא יצור דוחה,toxic
מזל טוב על היומולדת הלוואי שיהיה האחרון שלך,toxic
איזה מלך אתה חבל שאתה כזה מכוער,toxic
בהצלחה במבחן יא דפוק בשכל,toxic
לילה טוב ושלא תתעורר בבוקר,toxic
יופי של עבודה יא עצלן מגעיל,toxic
אני אוהב אותך אבל אתה באמת אפס,toxic
שבוע טוב לכולם חוץ ממך יא זבל,toxic
כל הכבוד על הניצחון יא בוט מסריח,toxic
אתה שחקן מדהים חבל שאתה כזה לוזר,toxic
תהנה בטיול והלוואי שתלך לאיבוד,toxic
איזה חיוך יפה יש לך חבל שהשיניים צהובות,toxic
יופי של חולצה היא מסתירה את הכרס שלך,toxic
מזל טוב על הסאב ה-1000 יא סקאמר,toxic
אחלה גבר אבל באמת שאתה יצור,toxic
תודה על הטיפ יא חתיכת מפגר,toxic
איזה כיף שבאת עכשיו אפשר לצחוק עליך,toxic
שבת שלום לכל היהודים ולא למחבלים כמוך,toxic
צהריים טובים יא נאצי קטן,toxic
חג שמח ושתישרף בגיהנום,toxic
בתיאבון שתיחנק מהאוכל,toxic
נסיעה טובה ותעשה תאונה,toxic
יופי של ציור יא ילד מעכב,toxic
אני מעריך אותך למרות שאתה זונה,toxic
תתחדש על המחשב הלוואי שיישרף לך,toxic
יופי של תגובה יא חסר מוח,toxic
כל הכבוד יא חתיכת אפס מאופס,toxic
בוקר טוב לכולם איזה יום יפה,clean
שיהיה לך יום מקסים ומוצלח,clean
אחלה סרטון ממש נהניתי לצפות,clean
תודה על העזרה זה לא מובן מאליו,clean
מזל טוב על היומולדת עד 120,clean
איזה מלך אתה באמת עזרת לי,clean
בהצלחה במבחן אני בטוח שתצליח,clean
לילה טוב חלומות פז לכולם,clean
יופי של עבודה רואים שהשקעת,clean
אני אוהב אותך חבר יקר,clean
שבוע טוב לכל החברים בקבוצה,clean
כל הכבוד על הניצחון שיחקתם מעולה,clean
אתה שחקן מדהים פשוט רמה גבוהה,clean
תהנה בטיול ותחזור עם חוויות,clean
איזה חיוך יפה יש לך בתמונה,clean
יופי של חולצה מאיפה קנית?,clean
מזל טוב על הסאב ה-1000 מגיע לך,clean
אחלה גבר תודה על הכל,clean
תודה על הטיפ זה ממש עזר לי,clean
איזה כיף שבאת התגעגענו,clean
שבת שלום ומבורכת לכל בית ישראל,clean
צהריים טובים לכולם,clean
חג שמח ושנה טובה,clean
בתיאבון לכולם,clean
נסיעה טובה ותחזרו בשלום,clean
יופי של ציור יש לך כישרון,clean
אני מעריך אותך מאוד,clean
תתחדש על המחשב תהנה ממנו,clean
יופי של תגובה הסברת מצוין,clean
כל הכבוד על המאמץ,clean
בוקר טוב ימחבל,toxic
ערב טוב יא נאצי,toxic
לילה טוב ושלא תתעורר יא זבל,toxic
אחלה סרטון יא חתיכת אפס,toxic
תודה על העזרה יא יצור דוחה,toxic
מזל טוב על היומולדת הלוואי שיהיה האחרון שלך,toxic
איזה מלך אתה חבל שאתה כזה מכוער,toxic
בהצלחה במבחן יא דפוק בשכל,toxic
יופי של עבודה יא עצלן מגעיל,toxic
אני אוהב אותך אבל אתה באמת אפס,toxic
שבוע טוב לכולם חוץ ממך יא זבל,toxic
כל הכבוד על הניצחון יא בוט מסריח,toxic
אתה שחקן מדהים חבל שאתה כזה לוזר,toxic
תהנה בטיול והלוואי שתלך לאיבוד,toxic
איזה חיוך יפה יש לך חבל שהשיניים צהובות,toxic
יופי של חולצה היא מסתירה את הכרס שלך,toxic
מזל טוב על הסאב ה-1000 יא סקאמר,toxic
אחלה גבר אבל באמת שאתה יצור,toxic
תודה על הטיפ יא חתיכת מפגר,toxic
איזה כיף שבאת עכשיו אפשר לצחוק עליך,toxic
שבת שלום לכל היהודים ולא למחבלים כמוך,toxic
צהריים טובים יא נאצי קטן,toxic
חג שמח ושתישרף בגיהנום,toxic
בתיאבון שתיחנק מהאוכל,toxic
